manufacturer,shortTitle,shortDescription,nettoprice,bruttoprice,images,category
Estelar,SL20,"Řídící jednotka pro 2 čtečky (EDK2, EDK3) nebo jednu čtečku WIEGAND, komunikace RS232/RS485",3400,4114,https://www.stasanet.cz/out/pictures/master/1/78C3759B-1D36-4948-A80D-B59FA07F8888__AL-20.jpg,Řídící jednotky | Přístupové moduly a čtečky | ACS Docházkové systémy
HikVision,DS-7316HUHI-K4,"16 kanálový 5MPx TurboHD rekordér, 4xHDD",19412,23489,https://www.stasanet.cz/out/pictures/master/1/B7C6DBAD-9F73-435B-928B-AA859FCF6D8C__DS-73xxHG-Q-HI-SH.jpg,16-kanálové | Záznamová zařízení | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
Commax,CDV-70N bílý/DRC-40K,"Ekonomická sada 7"" sluchátkového videotelefonu CDV-70N a barevné dveřní stanice DRC-40K, možnost připojení 2 domácích telefonů DP-4VHP",5190,6280,https://www.stasanet.cz/out/pictures/master/1/0BCFF3D9-0AB3-427A-B2D7-8FA2F722E0F1__CDV-70N_white_DRC-40K.jpg,Sady videotelefonů - ekonomické | Videotelefony COMMAX - design | Domovní telefony
HikVision,DS-2CE57H8T-VPITF/28,"5 Mpx DOME kamera TurboHD; 4v1; WDR+EXIR; IP67; obj. 2,8mm",1886,2282,https://www.stasanet.cz/out/pictures/master/1/3EC61844-857D-4DC9-847B-292A6E34E1AD__DS-2CE56D7T-VPIT.jpg,Kamery 4 v 1 | 5 Mpx kamery Low lux | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
HikVision,DS-2CD2120F-I/28,"2 Mpx venkovní antivandal dome IP kamera, rozlišení 1920×1080@30fps, objektiv f2.8mm, IR 30m, D-WDR, podpora PoE, IP66, IK10",2438,2950,https://www.stasanet.cz/out/pictures/master/1/5FC920BC-D79B-4F4F-A295-DD7195F847FF__DS-2CD21x2FWD.jpg,2 Mpx | Kamery 2-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
Commax,DP-3HP,"Autonomní audio sluchátko ke dveřní kamerové jednotce, nahrazuje videotelefon. Napájení 230VAC.",890,1077,https://www.stasanet.cz/out/pictures/master/1/FA330C6E-6D93-4768-900D-FCF2DE08C819__DP-3HP.jpg,Videotelefony | Videotelefony COMMAX - design | Domovní telefony
Paradox,NV75MR,"Bezdrátový duální infrapasivní detektor, digitální zpracování signálu, aktivní IR antimasking, dosah 16m/90°. PET imunita, spodní vidění",1680,2033,https://www.stasanet.cz/out/pictures/master/1/A8D6F4F8-A1AB-4BEB-B953-CF36E384C90E__NV75MW.jpg,Detektory digitální duální | Vnitřní detekce | EZS Paradox a ostatní
Sentrol,S-3045,"Tísňové tlačítko bez pamětí, aktivace-vyklopení pohyblivého dílu, LED, funguje i bez napájení–bez paměti.",389,471,https://www.stasanet.cz/out/pictures/master/1/0266D531-E3CB-469F-9A31-60F317B590D9__S-3040.jpg,Tísňové hlásiče | Vnitřní detekce | EZS Paradox a ostatní
,DS 1990 R-F5,Čip DEK (kontaktní identifikátor iButton) DS 1990 R-F5,56,68,https://www.stasanet.cz/out/pictures/master/1/0913BD24-95B8-4927-8440-51979F3C6867__DS-1990-R-F5.jpg,Přístupové systémy DEK (DALLAS klíče) a (RFID) | Digitální  audiosystém (2-BUS) | Tesla Stropkov | Domovní telefony
Axxonsoft,NEXT PRO - zařízení,"Licence pro zařízení - software Axxon NEXT PROFESSIONAL, umožňuje správu jednoho externího zařízení typu POS nebo AC",2149,2600,https://www.stasanet.cz/out/pictures/master/1/2AC62A64-3A3D-45EC-AC6B-7B5582397514__next_professional_licence_zarizeni.jpg,SW pro IP kamery | IP kamerové systémy | Kamerové systémy
HikVision,DS-2CE56H0T-VPIT3ZF,"5MPix DOME kamera TurboHD; EXIR; 4v1; IP67; motor. obj. 2,7-13,5mm",2415,2922,https://www.stasanet.cz/out/pictures/master/1/EE6A5E58-04C8-4ED3-8749-607265986B59__DS-2CE56F7T-AVPIT3Z.jpg,Motor-Zoom kamery | 5 Mpx kamery | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
,TRANSIL,Přepěťová součástka (20V) určená pro ochranu vstupu zón a AUX výstupu ústředny.,19,23,https://www.stasanet.cz/out/pictures/master/1/1B48DC4C-E52D-4C31-91A1-8180AA39A353__TRANSIL.jpg,Elektronické doplňky | Doplňky pro EZS | EZS Paradox a ostatní
HikVision,DS-6404HDI-T,4-kanálový HD DEKODÉR,23414,28331,https://www.stasanet.cz/out/pictures/master/1/F0A309F6-397E-40E6-B867-4276B898F379__DS-6404HDI-T.jpg,"Převodníky, webservery | Příslušenství | IP Hikvision | IP kamerové systémy | Kamerové systémy"
LAN-TEC,UC-100 AM-AF,"Prodlužovací USB kabel A-A 0,5m",12,15,https://www.stasanet.cz/out/pictures/master/1/8EC47CAF-FE8E-4609-BE6B-75B69FA75E91__UC-100-AM-AF.jpg,Doplňky | Metalická kabeláž | SKS Strukturovaná kabeláž
HikVision,DS-1LN5E-S 305m/box,"Instalační kabel Cat5E, UTP, průměr 5mm, drát, šedá barva, délka 305m, vodič - měděný drát AWG 24, plášť - PVC, šířka pásma 100MHz",1725,2087,https://www.stasanet.cz/out/pictures/master/1/466A5FE3-C08C-4890-9B77-F85F320FC707__DS-1LN5E-S.jpg,Montážní příslušenství | Příslušenství | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
HikVision,MF-Y3 červený,"Bezkontaktní červený přívěšek MIFARE Hikvision; 13,56Mhz",46,56,https://www.stasanet.cz/out/pictures/master/1/D965CA1A-E0A7-4DF8-938A-2E494CF27DAC__MF-Y3_red.jpg,Příslušenství | Videotelefony Hikvision | Domovní telefony
RX Corp.,RX-GL218C,"1-kanálový pasivní převodník video signálu AHD/TVI/CVI/CVBS na UTP kabel, funkce oddělovače zemní smyčky, šroubovací, pozlacené BNC konektory",295,357,https://www.stasanet.cz/out/pictures/master/1/98249696-4ECB-4D2F-A206-93458E0B756E__RX-GL218C.jpg,Příslušenství | HD TVI MAZi (Turbo HD+) | HD Analogové systémy | Kamerové systémy
,AU-PD-2418,"Napájecí zdroj v krytu s 18 výstupy pro připojení napájení kamer, napětí 24VAC/ 10A, kovový kryt, kontrolní LED dioda",3690,4465,https://www.stasanet.cz/out/pictures/master/1/3F065573-3126-4413-96C2-8A3FCA727E24__powerbox18ch.jpg,24VAC | Napájecí zdroje a UPS | Příslušenství | Kamerové systémy
2N TELEKOMUNIKACE,9151104W,"4 tlačítka, 10 W reproduktor, ovládání dvou elektrických zámků, možnost připojení přídavného spínače",20577,24898,https://www.stasanet.cz/out/pictures/master/1/8098759E-BC75-423D-95B5-3DB2F8F95630__9151104W.jpg,IP Force bez kamery | Helios IP FORCE | 2N Interkomy | Domovní telefony
ACI Farfisa,MA72,Zápustná montážní krabička pro dva moduly.,1555,1882,https://www.stasanet.cz/out/pictures/master/1/AD715F8D-C35D-4F9D-8B1F-A5C9A5051FB8__MA72.jpg,Matrix | Příslušenství k dveř. stanicícm | Videotelefony Farfisa - modularita | Domovní telefony
,4FA 690 24.1,Stříška KARAT vertikální pod omítku VPO 4 rám,255,309,https://www.stasanet.cz/out/pictures/master/1/F433CB0F-AD5A-40EB-ACAB-2E484833BC9B__4FA-690-24.1.jpg,Stříšky pod omítku KARAT | Dveřní stanice KARAT-ANTIKA  barva měděná | Digitální systém videotelefonů | Tesla Stropkov | Domovní telefony
,4FF 249 10.1/K,Stříška k tlačítkovému tablu TT85  1 modul,510,617,https://www.stasanet.cz/out/pictures/master/1/137EC454-53CA-44D2-B032-4D1AC98200B2__4FF-249-10.1-K.jpg,Stříšky k tlačítkovým tablům TT85 | Dveřní stanice TT85 | Analogový audiosystém (4+n) | Tesla Stropkov | Domovní telefony
HikVision,DS-KH8300-T,"7 IP bytový monitor, Hi-Res",4761,5761,https://www.stasanet.cz/out/pictures/master/1/126044ED-979E-47EB-8E55-130069097170__DS-KH8301-WT.jpg,IP videotelefony | Videotelefony Hikvision | Domovní telefony
,4FP 211 21.915,Domácí telefon ESO s bzučákem s 1 tl. na EZ  (slonová kost),320,387,https://www.stasanet.cz/out/pictures/master/1/4F714EC1-967E-4D2A-AFED-466430C85582__4FP-211-21.915.jpg,Domácí telefony (4+n) | Analogový audiosystém (4+n) | Tesla Stropkov | Domovní telefony
CCTV,DSA-12V/0.5A,"Napájecí zdroj 230V/ 12VDC/ 0.5A, v plastovém krytu, síťový kabel.",199,241,https://www.stasanet.cz/out/pictures/master/1/E750B9E5-6589-4B71-A4F1-CEDED652DC5A__DSA-05.jpg,12VDC nezálohované | Napájecí zdroje a UPS | Příslušenství | Kamerové systémy
LAN-TEC,CT-015,"Miniaturní stranové, zahnuté štípací kleště pro odstřižení přebytečných drátů, při ukončování v různých typech keystonů LAN-TEC.",159,192,https://www.stasanet.cz/out/pictures/master/1/D021C828-28E2-4B1E-BB82-05668C7D176C__CT-015.jpg,Nářadí | Metalická kabeláž | SKS Strukturovaná kabeláž
HikVision,DS-2CD5046G0-AP,DS-2CD5046G0-AP,12305,14889,https://www.stasanet.cz/out/pictures/master/1/7450C171-36F9-4F71-86C4-52B680C8E661__DS-2CD50.jpg,4 Mpx | Kamery 4-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
HikVision,DS-2CE56D0T-VFIR3F,"2 Mpx venkovní DOME kamera 4V1-TVI/CVI/AHD/CVBS; ICR + IR + objektiv 2,8-12mm",1472,1781,https://www.stasanet.cz/out/pictures/master/1/ED6D9069-C456-42C4-BF64-CA103F14C446__DS-2CE56D1T-VFIR3.jpg,Dome kamery | 2 Mpx kamery | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
HikVision,DS-7616NI-E2/8P/A,"16-kanálové NVR s PoE napájením, 2×SATA (max. 8TB), HDMI, alarm I/O, audio I/O, datový tok 100/80 Mbps, záznam až 5Mpx",6601,7987,https://www.stasanet.cz/out/pictures/master/1/671C3DE8-AD56-4BB3-B468-4CEC96CFD138__DS-7616NI-E2.jpg,16-kanálové | Záznamová zařízení | IP Hikvision | IP kamerové systémy | Kamerové systémy
,4FA 127 19/Z,Krycí rámeček TT94 pro montáž na krabici 3 moduly,290,351,https://www.stasanet.cz/out/pictures/master/1/A0431998-0111-4282-A340-65E50D976DDD__4FA-127-19-Z.jpg,Krycí rámečky TT94 pro montáž pod omítku | Dveřní stanice TT94 (4+n) | Analogový audiosystém (4+n) | Tesla Stropkov | Domovní telefony
HikVision,DS-2CD2063G0-I/28,"6 Mpx IP venkovní kamera; H265+;WDR+ICR+EXIR+obj.2,8mm",4071,4926,https://www.stasanet.cz/out/pictures/master/1/252380D6-65E7-4838-A946-702543DAB46F__DS-2CD20x5.jpg,6 Mpx | Kamery 2-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
2N TELEKOMUNIKACE,9155013B,"2N IP Verso - Rám pro instalaci do zdi, 3 moduly - černý, pro překrytí krabice určené na zazdění, případně pro montáž do sádrokartonu",2303,2787,https://www.stasanet.cz/out/pictures/master/1/8F2E3A1E-BA1B-45CF-A86C-9A4460541676__9155013B.jpg,Montážní prvky | Helios IP Verso | 2N Interkomy | Domovní telefony
HikVision,DS-2CD2152F-IS/4,"5 Mpx venkovní antivandal dome IP kamera, rozlišení 2560×1920@20fps, f4mm, IR 30m, D-WDR, alarm I/O, MicroSD, H.264+, 3D DNR, PoE, IP66, IK10",2999,3629,https://www.stasanet.cz/out/pictures/master/1/57A7AA0C-9975-4D70-B5D6-EF6DF9B7CB6B__DS-2CD21.jpg,5 Mpx | Kamery 2-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
Commax,DRC-40KHD,"Venkovní kovová 1.3 Mpx AHD dveřní kamerová jednotka, 1 tlačítko, bez štítku, senzorický LED přísvit, povrchová montáž, napájení z videotelefonu",2780,3364,https://www.stasanet.cz/out/pictures/master/1/6A1681C5-50A0-467D-AEC4-B98909CDA806__DRC-40K.jpg,Dveřní stanice | Videotelefony COMMAX - design | Domovní telefony
HikVision,DS-2CE78U1T-IT3F/28,"8 Mpx DOME kamera TurboHD; 4v1; DWDR+EXIR; IP67; obj. 2,8mm",1840,2226,https://www.stasanet.cz/out/pictures/master/1/7C0B81B6-6D43-468F-9674-A7070783F4D0__DS-2CE78U1T-IT3F.jpg,Kamery 4 v 1 | 8 Mpx kamery | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
RX Corp.,RX-BVC002,"Video převodník na VGA výstup z videosignálu, plně harwarové řešení, konektory - S-video, kompozitní vstup, VGA pro PC, podporované rozlišení až 1920x1200 / 60 Hz, napájení 5V/ 1000mA, zdroj součástí balení",950,1150,https://www.stasanet.cz/out/pictures/master/1/53AC1B66-4D2F-4F9E-B6A7-28148D042F94__RX-BVC002.jpg,"TVI, HDMI, VGA převodníky | Převodníky UTP, LAN, WiFi | Příslušenství | Kamerové systémy"
2N TELEKOMUNIKACE,914421W,"Nástěnný IP reproduktor pro přehrávání živých nebo předehraných hlášení, funkce komplexního audio systému s podporou protokolu SIP, bílá barva",10511,12718,https://www.stasanet.cz/out/pictures/master/1/36A4369F-C6A8-4E84-8CD9-246B0498601E__914421W.jpg,IP Audio | 2N Interkomy | Domovní telefony
HikVision,DS-2CE16U1T-IT3F/28,"8 Mpx kamera TurboHD; 4v1; DWDR+EXIR do 60m; IP67; obj. 2,8mm",2162,2616,https://www.stasanet.cz/out/pictures/master/1/42BEC507-B2DA-4E13-BB64-FBE7CA410ACF__DS-2CE16U1T-IT3F.jpg,Kamery 4 v 1 | 8 Mpx kamery | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
Paradox,B101,Držák na PANIC tlačítko REM101 v provedení náremek na ruku.,122,148,https://www.stasanet.cz/out/pictures/master/1/62AF96E7-D94B-463F-94B9-97253558A4E0__b101.jpg,Bezdrátové prvky MG | Systémy SPECTRA/ MAGELLAN | EZS Paradox a ostatní
JABLOTRON ALARMS a.s.,JA-163A-BASE-RB,Siréna JA-163A RB je komponentem systému JABLOTRON 100. Slouží pro indikaci poplachu v exteriéru a pro doplňkovou akustickou signalizaci. Siréna je napájena z lithiové baterie a to zcela bez potřeby externího napájecího zdroje.,2090,2529,https://www.stasanet.cz/out/pictures/master/1/1AA15326-B1EB-4DF9-97E3-3FD1F2C105FD__JA-163A-BASE.jpg,Sirény | Bezdrátové prvky | JABLOTRON 100 | EZS Alarmy Jablotron
Dahua,PFA13B,"Box pro zapojení kabeláže kamer Dahua, kov, bílá, venkovní -40 až 60°C, O 122 x 34 mm",234,283,https://www.stasanet.cz/out/pictures/master/1/558EE987-6B1A-4105-831F-F17253768214__PFA13B.jpg,Příslušenství | IP technologie Dahua | IP kamerové systémy | Kamerové systémy
,4FF 090 86.2,Krabice KARAT vertikální nad omítku VNO 6 rám,750,908,https://www.stasanet.cz/out/pictures/master/1/9EA133B6-3428-44F5-A162-07C160376A70__4FF-090-86.2.jpg,Krabice nad omítku (bez stříšky) KARAT | Dveřní stanice KARAT-ANTIKA  barva stříbrná | Digitální systém videotelefonů | Tesla Stropkov | Domovní telefony
2N TELEKOMUNIKACE,91378365,"Multifunkční komunikátor pro interkomy 2N Helios IP, 7"" dotykový displej s úsporným režimem, integrované stereo reproduktory, mikrofon",15600,18876,https://www.stasanet.cz/out/pictures/master/1/99F0D609-A6B2-405F-963A-93E2A6521C21__91378365-6-7-8.jpg,Telefony | Helios IP FORCE | 2N Interkomy | Domovní telefony
HikVision,DS-2CD2542FWD-I-G/28,"Mini DOME IR kamera s WDR; rozlišení 4MPix; obj. 2,8mm; IP66; šedá",4623,5594,https://www.stasanet.cz/out/pictures/master/1/04D2BF12-6CFB-42B1-8470-21A45EAD20DE__DS-2CD25-I-G.jpg,4 Mpx | Kamery 2-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
,P-BOX,Plastový box je určen pro expandéry a moduly ústředen SPECTRA SP/MAGELLAN/ DIGIPLEX EVO.,239,289,https://www.stasanet.cz/out/pictures/master/1/4F63C653-615A-4F3E-A811-3B466FF89984__P-BOX.jpg,Boxy | Doplňky pro EZS | EZS Paradox a ostatní
,Anténa magnetická,Střešní magnetická anténa s konektorem SMA-F. Je možné použít přímo k branám PCS.,219,265,https://www.stasanet.cz/out/pictures/master/1/3A2A2588-AE6E-47A0-8558-9630CE030BB8__Ant--na-magnetick--.jpg,GSM komunikace | Komunikátory | EZS Paradox a ostatní
HikVision,DS-2CD2323G0-I/28,"2MPix IP venkovní DOME kamera; H265+;WDR+ICR+EXIR+obj.2,8mm",3565,4314,https://www.stasanet.cz/out/pictures/master/1/870F9758-56B3-419E-A33D-C4FECEDD9BC5__DS-2CD23x5FWD-I.jpg,2 Mpx | Kamery 2-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
HikVision,DS-7332HUHI-K4,"40-kanálový HYBRIDNÍ -rekordér - záznamové zařízení pro IP + HD-TVI + AHD + HDCVI (1080P,720P 25fps) + analog",30567,36986,https://www.stasanet.cz/out/pictures/master/1/02A5F065-B552-4203-B442-2BCF50E3C038__DS-73xxHG-Q-HI-SH.jpg,24/32-kanálové | Záznamová zařízení | HD TVI Hikvision (Turbo HD) | HD Analogové systémy | Kamerové systémy
JABLOTRON ALARMS a.s.,JA-189J,Tlačítko JA-189J se používá hlavně jako dveřní zvonek. Lze ho však také naučit do ústředny jako panik tlačítko či pro ovládání výstupů PG.,488,590,https://www.stasanet.cz/out/pictures/master/1/2A778DEF-6543-4E46-B78F-8DEDBBF85EA3__ja189j.jpg,Dálková ovládání | Bezdrátové prvky | JABLOTRON 100 | EZS Alarmy Jablotron
JABLOTRON ALARMS a.s.,JA-159P,"Bezdrátový PIR detektor JA-159P je určen k indikaci narušení venkovního prostoru člověkem. Jedná se o dvouzónový venkovní detektor firmy Optex, doplněný vysílačem, kompatibilním se systémem JABLOTRON 100.",4770,5772,https://www.stasanet.cz/out/pictures/master/1/35DAB5E6-3C6C-4B2B-9A89-1E4A81095975__JA-159P.jpg,Detektory | Bezdrátové prvky | JABLOTRON 100 | EZS Alarmy Jablotron
HikVision,DS-K2804,"Řídící jednotka pro 4 dveře, IP komunikace, SW iVMS4200 v ceně",3841,4648,https://www.stasanet.cz/out/pictures/master/1/FF72DC7A-BA11-46B3-A442-0F06520F19D3__DS-K2804.jpg,Přístupové moduly TCP/IP | ACS Přístupové systémy
NUUO,NS-8160,Počet kamer IP:do 16 kamer; Max. rozlišení záznamu:10 Megapixel; Počet HDD slotů:8x; Video výstup:HDMI / VGA; Alarmy In / Out:16 / 4; Audio In / Out:Neobsahuje; Datová propustnost (In / Out):80 Mbps,25950,31400,https://www.stasanet.cz/out/pictures/master/1/AF86F815-FF15-41E1-A8EB-85EA298023B0__NS-8160.jpg,Solo
JABLOTRON ALARMS a.s.,JA-112I,Sběrnicový optický indikátor sekce signalizuje zajištění sekce nebo aktivaci výstupu PG (1 - 128) rozsvícením červené LED kontrolky,341,413,https://www.stasanet.cz/out/pictures/master/1/B608B4AD-5AFC-46E1-8A65-DED8F90ACF58__JA-112I.jpg,Výstupní a indikační moduly | Sběrnicové prvky | JABLOTRON 100 | EZS Alarmy Jablotron
HikVision,DS-K1802MK,Bezkontaktní čtečka Mifare s klávesnicí (HIKVISION),782,946,https://www.stasanet.cz/out/pictures/master/1/2ABA1B53-8C9D-4A63-AD5E-C14AD929389F__DS-K1802MK.jpg,Čtečky | ACS Přístupové systémy
HikVision,DS-2CD6812D/20,DS-2CD6812D(2.0mm),8188,9907,https://www.stasanet.cz/out/pictures/master/1/1F4BA8A9-CFC0-4984-8B8B-0C47DC54A61D__DS-2CD68.jpg,Kamery 6-Line | IP Hikvision | IP kamerové systémy | Kamerové systémy
ASSA ABLOY,890300-21-2Z,"286312001001120, 890300-21-2Z PAN.KOVANI-CERNE",14650,17727,https://www.stasanet.cz/out/pictures/master/1/0F351EEB-8332-463E-BABD-83362A9FAF47__890300-21-2Z.jpg,Panikové hrazdy | Uzamykací systémy
,4FN 230 91.5/P,Modul číselnice 2-BUS KARAT INOX s podsvitem (bez zámku),2500,3025,https://www.stasanet.cz/out/pictures/master/1/41B96CF3-6C62-4101-9E8A-49A98C8327F2__4FN-230-91.5-P.jpg,Moduly | Dveřní stanice KARAT-INOX | Digitální systém videotelefonů | Tesla Stropkov | Domovní telefony
LAN-TEC,PT-019,Narážecí nářadí „boxer“ pro bezpečné a přesné zařezání datových vodičů UTP/FTP do svorkovnice typu IDC 110.,149,180,https://www.stasanet.cz/out/pictures/master/1/468F54EF-ABFE-4A28-A7C1-B711661EBA4F__PT-019.jpg,Nářadí | Metalická kabeláž | SKS Strukturovaná kabeláž
Rosslare,AY-K12,Bezdotyková čtečka pro vnitřní i venkovní použití s výstupním formátem Wiegand 26 bit. Součástí čtečky je přívodní kabel s 6 vodiči.,1419,1717,https://www.stasanet.cz/out/pictures/master/1/082056DC-0009-4E51-A2C6-A85E040544B3__AY-K12.jpg,Nadstavba ACESS | Systém DIGIPLEX EVO | EZS Paradox a ostatní
VAR-TEC,CDR-727,"Detektor cigaretového kouře pro připojení k ústředně, vestavěná LED a výstup RELÉ NO/NC, detekční plocha max.65m2.",965,1168,https://www.stasanet.cz/out/pictures/master/1/C1A28388-954E-4D37-BC3B-DA099B1C2F22__cdr_727.jpg,"Systémové pro EZS | Detektory požární, cigaret a plynů | Vnitřní detekce | EZS Paradox a ostatní"
Paradox,PMD75-433/868,"Bezdrátový zdvojený digitální infrapasivní detektor, odolný vůči zvířatům do 40kg. Detektor má plně digitální zpracování signálu, duální protichůdnou detekci, digitální softwarovou teplotní kompenzaci, digitální automatický čítač pulsů.",2159,2612,https://www.stasanet.cz/out/pictures/master/1/840E05D3-65F7-4557-A375-B34827BABCB8__PMD75.jpg,Bezdrátové prvky MG | Systémy SPECTRA/ MAGELLAN | EZS Paradox a ostatní
Eurocase,EA200PLUS-650VA-EVO,"Kompaktní záložní zdroj UPS 650VA/360W, 4 CZ zásuvky 220V/230V (2× UPS, 2× přepěťová ochrana), LED indikace, možnost zavěšení na stěnu",1250,1513,https://www.stasanet.cz/out/pictures/master/1/4C1B03DB-94B4-4E68-B4BC-FA2AEA047345__EA200PLUS-650VA-EVO.jpg,UPS záložní zdroje | Napájecí zdroje a UPS | Příslušenství | Kamerové systémy
AVTECH,CMS Trident,"CMS Trident, software společnosti AVTECH pro 64 kanálů",1,1,https://www.stasanet.cz/out/pictures/master/1/5638F06D-E8CC-49E2-BE90-B3EE6719D97A__CMS-Trident-software-AVTECH.jpg,Software | IP AVTECH | IP kamerové systémy | Kamerové systémy
